Lyric
drake the clock that youve been watching has been stopping he makes you wait what kind of man does that to a girl he wants if you just give tonight to me i promise my hands will say they'll say   drake less than a minute take your clothes off we about to start no false alarm even though the traffic downtown dont show no mercy oh oh think about the last time i came through had something more than a gift for you and i ain't only fuck you like that on your birthday oh oh baby i just landed 'bout to get my bags in all i needs an address and im on my way dont fall asleep yes i see you calling me promise its worth waiting for because im on my way   james fauntleroy won't hurt it's just some turbulence we're dropping dont be afraid if you fall right here in love with me in my bed i'll keep you safe so safe   drake less than a minute take your clothes off we about to start no false alarm even though the traffic downtown dont show no mercy oh oh think about the last time i came through had something more than a gift for you and i ain't only fuck you like that on your birthday oh oh baby i just landed 'bout to get my bags in all i needs an address and im on my way dont fall asleep yes i see you calling me promise its worth waiting for because im on my way   james fauntleroy ahh ohhh i'm on my way ahh ohhh i'm on my way ahh ohhh i'm on my way ahh ohhh i'm on my way
ed sheeran oh i been on for a thousand nights new york to london different city every day yeah playin' on playin' on puttin' up 50 thousand lights oh i've been gone so long gettin' up and gettin' faded so i'm on keepin' on stayin' up for a thousand nights   meek mill this the type of shit we used to dream of yeah yeah bad bitch look like mona lisa mona lisa flippin' off a yacht in ibiza splash water clear port hasta la vista do it all again when we touchdown everything bust down teacher said i would lose i be like what now i started makin' moves they showin' me love now lit like a light bulb 'cause bitch i'm the plug now and now you know we poppin' we bubble like soda poppin' i see it i like it i wake up pull up and go and cop it the millions get wired them benny hunnids still go in pocket i party with ed sheeran my homies still hold a rocket 'cause i'm so hood it don't make no sense still remember the times i couldn't pay my rent now i walk in a stadiums tell 'em play my shit and they gon' sing like this   ed sheeran oh i been on for a thousand nights new york to london different city every day yeah playin' on playin' on puttin' up 50 thousand lights oh i've been gone so long gettin' up and gettin' faded so i'm on keepin' on stayin' up for a thousand nights   ed sheeran last night i played a show at a stadium in atlanta husband and wives daddies and daughters with the cameras i never thought it would get this big but why does it matter everything is already part of a plan i remember damn me and my man inside of this splitter van 00 a night end of 00 stayin' up in every city's holiday inn if it wasn't there then i was at the couch of a friend's wetherspoon's was an easy option to get a cheaper lunch and  pint the waitress maybe leave her number on to the next town but now it's to the next continent woo and i don't think it's gonna be stoppin' anytime soon birds eye view pay my dues for a twomile queue don't need to read reviews if you can't do the things i do oh let me invite you to my world   ed sheeran oh i been on for a thousand nights new york to london different city every day yeah playin' on playin' on puttin' up 50 thousand lights oh i've been gone so long gettin' up and gettin' faded gettin' faded so i'm on keepin' on stayin' up for a thousand nights   a boogie wit da hoodie mmm i'm so faded yeah i don't even know how much i made this year i'm so used to bein' on some player shit cheated on my girlfriend with a famous bitch hoodie on pull up just like the reaper yeah i do this on the regular make you seem unfair st laurent gucci sweater the red and green moncler me and meek and ed sheeran just like the beatles yeah from her head to her toe she know she be flee oh yeah everyday i be seein' her and ceiline oh yeah she wanna come closer but i don't see us there i'm not a regular person i be lowkey oh yeah from new york out to london she was she was with me all the time and i've been on the road so long she couldn't call my line and now she got her ass and titties done for a thousand likes   ed sheeran oh i been on for a thousand nights new york to london different city every day yeah playin' on playin' on puttin' up 50 thousand lights oh i've been gone so long gettin' up and gettin' faded so i'm on keepin' on stayin' up for a thousand nights
taylor swift i remember tears streaming down your face when i said i'll never let you go when all those shadows almost killed your light i remember you said don't leave me here alone but all that's dead and gone and passed tonight   taylor swift with joy williams of the civil wars backup just close your eyes the sun is going down you'll be alright no one can hurt you now come morning light you and i'll be safe and sound   taylor swift with john paul white of the civil wars backup don't you dare look out your window darling everything's on fire the war outside our door keeps raging on hold on to this lullaby even when the music's gone gone   just close your eyes the sun is going down you'll be alright no one can hurt you now come morning light you and i'll be safe and sound   taylor swift with the civil wars backup ooh ooh ooh ooh oh oh   just close your eyes you'll be alright come morning light you and i'll be safe and sound   taylor swift with the civil wars backup ooh ooh ooh ooh oh oh
it's like you got superpowers turn my minutes into hours you got more than 00 babe made of glass the way you see through me you know me better than i do can't seem to keep nothing from you how you touch my soul from the outside permeate my ego and my pride   i wanna love me ooh the way that you love me ooh ooh for all of my pretty and all of my ugly too i'd love to see me from your point of view i wanna trust me trust me the way that you trust me trust me ooh 'cause nobody ever loved me like you do i'd love to see me from your point of view   i'm gеtting used to receiving still gеtting good at not leaving i'ma love you even though i'm scared oh scared learnin' to be grateful for myself oh oh oh you love my lips 'cause they say the things we've always been afraid of i can feel it startin' to subside learnin' to believe in what is mine   i wanna love me ooh the way that you love me ooh ooh for all of my pretty and all of my ugly too i'd love to see me from your point of view i wanna trust me trust me the way that you trust me trust me ooh 'cause nobody ever loved me like you do i'd love to see me from your point of view   i couldn't believe it or see it for myself know i be impatient but now i'm out here fallin' fallin' frozen slowly thawing got me right i won't keep you waitin' waitin' all my baggage fadin' safely my baggage fadin' and if my eyes deceive me won't let them stray too far away   i wanna love me ooh the way that you love me ooh ooh for all of my pretty and all of my ugly too i'd love to see me from your point of view i wanna trust me ooh trust me the way that you trust me baby trust me 'cause nobody ever loved me like you do i'd love to see me from your point of view oh yeah
in the darkness before the dawn in the darkness before the dawn leave a light a light on leave a light a light on   in the darkness before the dawn in the swirling of the storm in the swirling of the storm when i'm rolling with the punches and hope is gone leave a light a light on  leave a light a light on   millions of miles from home in the swirling swimming on when i'm rolling with the thunder but bleed from thorns leave a light a light on leave a light a light on  leave a light a light on leave a light a light on
drake are you familiar with this feeling no concealing its out all out in the open the type of life you first timers could soak in that virgin pussy's waiting and im about to poke it im underrated i am ricky henderson to oakland but im about to sleep em acquire em' and keep em' i require a retainer to retire them and sweep em' in a dust pan new guy too fly who buy seven cars dubai seven stars you die heaven's our's and you don't see the jag drop in here its like im chasing my dad the way i tag pops in in here lets see how many carrots we can do mixin' farm land green with that paratrooper blue who are you you confused homie that's a pensive look there where those are dark oak floors and that expensive cookwear thats a 07 but i got a even newer ride doors all suicide i should be your tour guide im expedia flown wikepidia known obtain a key to your home and take a seat on your throne i been through it all spend it all to do it all you are not me man i could never be you at all cause you just stupid dog the a8 super large and yea you got a range but that shit ain't even supercharged  aight check flow switch flow switch  i don't ever pay a percentage of the retail only thing im paying is attention to the detail schedule can change at the mention of a email booking up a show with some tension with a female my dad said to get rich you have to dig deep cause drake these some big streets and you are not big meech and you are not rayful and this is not dc four years later quarter million off of tv you was having hoop dreams i was drafting group schemes take us off of bus kids and turn us into coupe teams well woop there it is oops now my troops clean first car audi drop color like a poutine im feelin grown up don't ask me for id like you know who i be bouncer i know the owner i never go i felt out of place at a school dance cause they know the layout of the mall like i knew france inside and out therefore i been hiding out and you drive cars that i been riding out correction i been rode em out been showin' out sold off shit the stories you've been told about and dog i been old amount young money old accounts degrassi my royalties homie you just owed an once no weight move my shoulder counts man i don't even know my name anymore man laughs
taylor swift gray november i've been down since july motion capture put me in a bad light i replay my footsteps on each stepping stone trying to find the one where i went wrong writing letters addressed to the fire   taylor swift and i was catching my breath staring out an open window catching my death and i couldn't be sure i had a feeling so peculiar that this pain would be for evermore   taylor swift hey december guess i'm feeling unmoored can't remember what i used to fight for i rewind thе tape but all it does is pause on thе very moment all was lost sending signals to be doublecrossed   taylor swift  justin vernon and i was catching my breath barefoot in the wildest winter catching my death and i couldn't be sure i had a feeling so peculiar that this pain would be for evermore evermore    justin vernon can't not think of all the cost and the things that will be lost oh can we just get a pause to be certain we'll be tall again whether weather be the frost or the violence of the dog days i'm on waves out being tossed is there a line that i could just go cross    taylor swift  justin vernon and when i was shipwrecked can't think of all the cost i thought of you all the things that will be lost now in the cracks of light can we just get a pause i dreamed of you to be certain we'll be tall again if you think of all the costs it was real enough whether weather be the frost to get me through or the violence of the dog days or the violence of the dog days out on waves being tossed i'm on waves out being tossed i swear is there a line that we can just go cross you were there   taylor swift  justin vernon and i was catching my breath floors of a cabin creaking under my step and i couldn't be sure i had a feeling so peculiar this pain wouldn't be for evermore evermore evermore this pain wouldn't be for evermore evermore
beyoncé green light  verse beyoncé some see me say i should be trophied 'cause it gets no stronger ladies y'all know yeah girl ya'll know this pimp ish gets no older is that a threat what's another threat yep that's another threat i'm immune you can get no colder you got the green light you the king right you holdin' up traffic   beyoncé go go go goooo go go go goooo go go go goooo go go go red light green light go go go goooo go go go goooo go go go red light green light go go go goooo go go go red light green light go go go goooo go go go goooo go go go goooo go go go red light green light  interlude beyoncé i gave all i could give my love my heart now we're facing the end from what you did from the start my   hba ahba ahba ahba ahba ahba hood by air
would you ride for me lie for me die for me vibe with me i don't want this to end but i'm not your man so when this hits the fan would you   i've got a girl on my way and she looks like rihanna babygirl i'm legit i'd probably wife up your momma catch me rolling to the spot in my blacked out honda my main girl is foreign and she tastes like designer netflix and chillling so get out of your feelings if you never do business leave the building i want a bad girl with a little bit of class drop the attitude just leave the frustration in the past    to the 4 counting down the time until our bodies hit the floor just a young dude don't know why i'm feeling you but i don't want a relation so   i got a girl on my way and she look like rihanna babygirl i'm legit i'd probably wife up your momma catch me rolling to the spot in my blacked out honda my main girl is foreign and she tastes like designer netflix and chillling so get out of your feelings if you never do business leave the building i want a bad girl with a little bit of class drop the attitude just leave the frustration in the past netflix and chillling so get out of your feelings if you never do business leave the building i want a bad girl with a little bit of class drop the attitude just leave the frustration in the past   would you ride for me lie for me die for me vibe with me i don't want this to end but i'm not your man so when this hits the fan would you ride for me   netflix and chillling so get out of your feelings if you never do business leave the building i want a bad girl with a little bit of class drop the attitude just leave the frustration in the past netflix and chillling so get out of your feelings if you never do business leave the building i want a bad girl with a little bit of class drop the attitude just leave the frustration in the past   would you ride for me lie for me die for me vibe with me i don't want this to end but i'm not your man so when this hits the fan would you ride for me
drake it may not mean nothing to y'all but understand nothing was done for me so i don't plan on stopping at all i want this shit forever man i'm shutting shit down in the mall and telling every girl she the one for me and i ain't even planning to call i want this shit forever man   drake last name ever first name greatest like a sprained ankle boy i ain't nothing to play with started off local but thanks to all the haters i know giv pilots on a first name basis in your city faded off the brown nino she insist she got more class we know swimming in the money come and find me nemo if i was at the club you know i balled chemo dropped the mixtape that shit sounded like an album who'd a thought a country wide tour be the outcome labels want my name beside a x like malcolm everybody gotta deal i did it without one yeah nigga i'm about my business killing all these rappers you would swear i had a hit list everyone who doubted me is asking for forgiveness if you ain't been a part of it at least you got to witness bitches   drake it may not mean nothing to y'all but understand nothing was done for me so i don't plan on stopping at all i want this shit forever man i'm shutting shit down in the mall and telling every girl she the one for me and i ain't even planning to call i want this shit forever man   kanye west everever mr west is in the building ain't no question who about to kill 'em i used to have hood dreams big fame big chains i stuck my dick inside this life until that bitch came and went hard all fall like the ball teams just so i can make it rain all spring y'all seen my story my glory i had raped the game young you can call it statutory when a nigga blow up they gonna build statues for me old money benjamin button what nothin' man now super bad chicks givin' me mclovin' you would think i ran the world like michelle's husband you would think these niggas know me when they really doesn't like they was down with the old me no you fuckin' wasn't um you're such a fuckin' loser he ain't even go to class bueller trade the grammy plaques just to have my granny back remember she had that bad hip like a fanny pack chasing the stardom will turn you to a maniac all the way in hollywood and i can't even act they pull the cameras out and goddamn he snap i used to want this thing forever y'all can have it back   drake it may not mean nothing to y'all but understand nothing was done for me so i don't plan on stopping at all i want this shit forever man i'm shutting shit down in the mall and telling every girl she the one for me and i ain't even planning to call i want this shit forever man   lil wayne okay hello it's the martian space jam jordans i want this shit forever wake up and smell the garden fresher than the harvest step up to the target if i had one guess then i guess i'm just new orleans and i will never stop like i'm runnin' from the cops hop up in my car and told my chauffeur to the top life is such a fucking roller coaster then it drops but what should i scream for this is my theme park my mind shine even when my thoughts seem dark pistol on my side you don't wanna hear that thing talk let the king talk check the price and pay attention lil wayne that's what they gotta say or mention i'm like nevada in the middle of the summer i'm resting in the lead i need a pillow and a cover shhh my foot's sleeping on the gas no brake pads no such thing as last uh   drake it may not mean nothing to y'all but understand nothing was done for me so i don't plan on stopping at all i want this shit forever man i'm shutting shit down in the mall and telling every girl she the one for me and i ain't even planning to call i want this shit forever man  4 eminem there they go packing stadiums as shady spits his flow nuts they go macadamia they go so ballistic whoa he can make them look like bozos he's wondering if he should spit this slow fuck no go for broke this cup just runneth over oh no he ain't had him a buzz like this since the last time that he overdosed they been waiting patiently for pinocchio to poke his nose back into the game and they know rap will never be same as before bashing in the brains of these hoes and establishing the name as he goes the passion in the flame is ignited you can't put it out once we light it this shit is exactly what the fuck that i'm talking about when we riot you dealing with a few true villains who stand inside of a booth truth spilling and spit true feelings until our tooth fillings come flyin' up outta of our mouths now rewind it pay back mothafucka for the way that you doubted me how's it taste when i slap the taste outta your mouth with the bass so loud that it shakes the place i'm hannibal lecter so just in case you're thinking of saving face you ain't gonna have no face to save by the time i'm through with this place so drake   drake it may not mean nothing to y'all but understand nothing was done for me so i don't plan on stopping at all i want this shit forever man i'm shutting shit down in the mall and telling every girl she the one for me and i ain't even planning to call i want this shit forever man
hmm   you might think i'm crazy the way i've been cravin' if i put it quite plainly just gimme them babies so what you doing tonight better say doin' you right yeah watchin' movies but we ain't seen a thing tonight yeah  pre i don't wanna keep you up you up but show me can you keep it up it up 'cause then i'll have to keep you up shit maybe i'ma keep you up boy i've been drinking coffee i've been drinking coffee coffee and i've been eating healthy i've been eating healthy healthy you know i keep it squeaky yeah you know i keep it squeaky saving up my energy yeah yeah saving up my energy   can you stay up all night fuck me 'til the daylight thirtyfour thirtyfive yeah yeah yeah yeah can you stay up all night all night fuck me 'til the daylight thirtyfour thirtyfive yeah yeah yeah yeah   you drink it just like water water you say it tastes like candy so what you doing tonight tonight better say doin' you right alright watchin' movies but we ain't seen a thing tonight yeah  pre i don't wanna keep you up you up but show me can you keep it up it up 'cause then i'll have to keep you up shit maybe i'ma keep you up boy i've been drinking coffee said i've been drinking coffee coffee and i've been eating healthy and i've been eating healthy healthy you know i keep it squeaky yeah except this wine babe saving up my energy yeah yeah yeah   can you stay up all night all night fuck me 'til the daylight daylight thirtyfour thirtyfive thirtyfive yeah yeah yeah yeah can you stay up all night can you stay fuck me 'til the daylight can you stay thirtyfour thirtyfive yeah yeah yeah yeah   oh yeah yeah baby you might need a seatbelt when i ride it i'ma leave it open like a door come inside it even though i'm wifey you can hit it like a side chick don't need no side dick no got the neighbors yellin' earthquake earthquake 45 when i make the bed shake put it down heavy even though it's lightweight it's lightweight yeah yeah yeah babe yeah we started at midnight go 'til the sunrise sunrise done at the same time yeah but who's counting the time when we got it for life got it for life i know all your favorite spots favorite spots we can take it from the top from the top you such a dream come true true make a bitch wanna hit snooze ooh   can you stay up all night fuck me 'til the daylight yeah yeah thirtyfour thirtyfive yeah yeah yeah yeah thirtyfour thirtyfive can you stay up all night do you know what that means fuck me 'til the daylight do you know what that means thirtyfour thirtyfive yeah yeah yeah yeah yeah yeah yeah   means i wanna 69 with you no shit math class never was good
you walk in here with your  man your shining boots and your full on band a smile on your face a knife in your hand singing songs you've got memorized with whatever talent money buys so polished that it slips right through your hands  but don't ruin yourself i arent your competition don't flatter yourself that was never my intention  hook i want to talk about what you are that i arent let's talk about what you do that i can't let's talk about me and you and that empty room and who wins let's talk about what you did to get here let's talk about blood and sweat and tears let's talk about what you want to be and who i've always been   i walk in here with a beat up case the same  i've always played and the words i wrote down on a page when i was  years old a small town raised you tell the crowd you're paying dues i tell them this is what i do and its what i put my life into as i breathe the smoke and cheap perfume  and say life on musical road is rough conditions but the easy ride was never my ambition  hook i want to talk about what you are that i arent let's talk about what you do that i can't let's talk about me and you and that empty room and who wins let's talk about what you did to get here let's talk about blood and sweat and tears let's talk about what you want to be and who i've always been   let's talk about your childhood days you were the prom queen i was on this stage so where's that crown gotten you these days when it's me and you and the same damn games  hook so what have you got that i ain't and what can you do that i can't let's put me and you in an empty room and see who wins let's talk about what you did to get here let's talk about blood and sweat and tears let's talk about what you want to be girl and who i've always been
