Lyric
there's an old song coming on the radio overrun they got us let the garbage grow tell the kids stop feeling for the refugees cause they're not like you and they're not like me   all of the boys they rock and roll cause they don't wanna talk anymore all of the girls get no say in the world just dismissed kiss their kids off to war the lobby lines the diamond mines don't listen to the people who won it's a beautiful beautiful world   there's a new song coming on the radio frutas florecen en todo el mundo let the flowers all blossom the hummingbirds hum we're all born equal under the same sun someone could be you and you could be someone so do to each other as you would be done   all of the boys they rock and roll cause they don't have to hate anymore all of the girls theyre all over the world the sound of the fourtothefloor and everyone is part of the sum riches will rain on the poor say oh ohoh ohohwhoa it's a beautiful beautiful world  you take the noise or you make the noise so sing it like never before say oh ohoh ohohwaoh it's a beautiful beautiful world beautiful beautiful world
'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore wanna take a peek then open up the curtains 'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore wanna take a peek then open up the curtains baby it's a freakshow   i wanna know what do you like what would you say if i said i'd do anything to you you want i wanna know yeah it's alright new positions bet you would like you've been screamin' stop yes please hon baby you've got tricks in my head craziest chick you've ever had i heard what you said in your sleep you wanna wear you wanna mend i like it rough i like it fast i know that deep down you're a freak  pre just say the magic words and i'll come i'll hypnotize you you're gonna lose your mind don't you know baby it's a freakshow   'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore wanna take a peek then open up the curtains baby it's a freakshow 'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore 'cause i'm sure you're tired of being certain baby it's a freakshow baby it's a freakshow   when you're alone what do you dream i wanna know your fantasy don't matter how wrong it might be i wanna see know what i mean psycho and fun sexy and mean it's just different when you're with me i want it all i got a spell put it on you and i won't tell your secret 'cause i am your slave you want it hard you want it tough i like it long never enough i promise that i won't behave  pre just say the magic words and i'll come i'll hypnotize you you're gonna lose your mind don't you know baby it's a freakshow   'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore wanna take a peek then open up the curtains baby it's a freakshow 'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore 'cause i'm sure you're tired of being certain baby it's a freakshow baby it's a freakshow   gimme gimme that gimme gimme that oh give you give you that freaky freaky freakshow like it like that kitty kitty cat oh baby it's a freakshow gimme gimme that gimme gimme that oh give you give you that freaky freaky freakshow like it like that kitty kitty cat oh baby it's a freakshow   'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore wanna take a peek then open up the curtains baby it's a freakshow 'cause i guarantee you've never seen a show like this before wanna show you something that you can't ignore wanna take a peek then open up the curtains baby it's a freakshow 'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore 'cause i'm sure you're tired of being certain   baby it's a freakshow baby it's a freakshow show show show show show show show show baby it's a freakshow
oooh i fall apart mmh oh yeah mmhmm yeah   she told me that i'm not enough yeah and she left me with a broken heart yeah she fooled me twice and it's all my fault yeah she cut too deep now she left me scarred yeah now there's too many thoughts goin' through my brain yeah and now i'm takin' these shots like it's novocaine yeah   ooh i fall apart down to my core ooh i fall apart down to my core ooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought  drop   down to my core oooh down to my core oooh down to my core  post oooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought   never caught a feelin' this hard harder than the liquor i pour tell me you don't want me no more but i can't let go everybody told me so feelin' like i sold my soul devil in the form of a whore devil in the form of a whore you said it no you said it no you said we'd be together oh   ooh i fall apart down to my core ooh i fall apart down to my core ooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought
santa's coming girl woo santa's coming to town yeah yeah yeah yeah santa claus is coming to town   you better watch out you better watch out you better not cry you better not cry you better not pout you better not pout i'm telling you why santa claus is coming to town santa's coming to down he's making a list he's making a list he's checkin' it twice he's checkin' it twice he's gonna find out out who's naughty or nice santa claus is coming to town santa's coming to down  pre he sees you when you're sleeping he knows when you're awake he knows when you've been bad or good so be good for goodness sake   you better watch out you better not cry you better not pout i'm telling you why santa claus is coming to town santa's coming to town oh santa's coming to down you better watch out you better watch out you better not cry you better not cry you better not pout i'm telling you why i'm telling you why santa claus is coming to town santa's coming to down he's making a list he's making a list and checkin' it twice twice he's gonna find out who's naughty or nice naughty or nice santa claus is coming to town santa's coming to town  pre he sees you when you're sleeping he knows when you're awake he knows when you've been bad or good so be good for goodness sake   you better watch out you better not cry you better not pout i'm telling you why santa claus is coming to town santa's coming to town   so it's that time of the year when you let all your problems go and you know you just shake it shake it baby baby shake it shake it baby baby ooh dodododododo dododo dododo shake it shake it baby baby shake it shake it baby baby dodododododo dododo dododo  pre he sees you when you're sleeping he knows when you're awake he knows when you've been bad or good so be good for goodness sake   you better watch out you better not cry you better not pout i'm telling you why santa claus is coming to town santa's coming to town he's making a list he's checkin' it twice he's gonna find out who's naughty and nice santa claus is coming santa claus is coming santa claus is coming to town   santa claus is coming to town santa claus is coming to town santa claus is coming to town santa's coming to town santa claus is coming to town hey santa claus is coming to town santa claus is coming to town santa's coming to town santa claus is coming to town santa claus is coming to town santa claus is coming to town santa's coming to town yeah
uh i'm just so far gone october's own please leave me alone drunk off champagne screamin' in the phone see my house is not a home fuck is going on where did we go wrong where do we belong caught up in the game and it's one i can't postpone meanin' if it rains i'm the one it's rainin' on when my diamond chain is on still nothin' set in stone women borrow sweaters that i spray with my cologne and tell me don't forget 'em and i promise that i won't feelin' so distant from everyone i've known to make everybody happy i think i would need a clone places we get flown parties that we've thrown i've done more for this city than these rappers that have blown it's only been three years look at how i've grown i'm just in my zone i call this shit the calm yeah but i'm the furthest thing from calm dedicated to my mom and i swear my word is bond everything will be okay and it won't even take that long you can see it in my face or even read it on my palm leader of the new school it's proven and it's known i'm sittin' in a chair but in the future it's a throne i know you like to worry it'll be better if you don't 'cause  break you know everything gon' be all right i promise i apologize to you know put y'all in this position vent to y'all but 40 mama always say dont ask permission just ask forgiveness you know so uh forgive me yeah yeah say   uh and life is so insane look what i became trying to make a name all my first dates are interrupted by my fame because every picture taken is a fan that you can gain they love it when you smile unaware that it's a strain it's a curse you gotta live with when you born to entertain women need attention therefore women will complain develop hatred for men and say that you're the one to blame tryin' to enjoy myself with tez in miami at the game i just wish he knew how much it really weighed like dwayne it's a weight that's on my chest whoever spotting me is playing so i'm lifting all alone trying not to get a sprain hoping western union doing currency exchange 'cause my dad called and got me feeling guilty and ashamed like how i had a rolls and i went and got a range and he paying for his cigarettes with dollars and some change damn and i can only feel his pain 'cause in memphis tennessee there's only so much to attain so i'm filling out the form at the counter once again he say he love me i just hope he doesn't say that shit in vain i'm why your girl heart is in a sling call me heartbreak drake i'm the hardest one to tame as a man i'm just honest as an artist i'm a king with my own set of problems that be sitting on my brain yeah and see this is the thang what they viewing as bragging is the way that i maintain the shit i write while staring out the window of a plane is the singlehanded reason i remain me yeah   uh i said i call this shit the calm but im the furthest thing from calm swear im putting on but they always wanna ask what type of act you putting on like man
if i fell in love with you would you promise to be true and help me understand 'cause i've been in love before and i've found that love was more than just holding hands  if i give my heart to you i must be sure from the very start that you would love me more than her  if i trust in you oh please don't run and hide if i love you too oh please don't hurt my pride like her 'cause i couldn't stand the pain and i would be sad if our new love was in vain  so i hope you see that i would love to love you  if i fell in love with you
charlie puth oh oh   charlie puth yeah what you thinking you think that you could be better off with somebody new no oh oh baby no you say you're leaving well if you wanna leave there ain't nobody stopping you no oh oh baby no  pre charlie puth i won't beg for your love won't say please i won't fall to the ground on my knees you know i've given this everything baby honestly baby honestly   charlie puth i lie for you baby die for you baby cry for you baby but tell me what you've done for me for you baby and only you baby the things i do baby but tell me what you've done for me   kehlani i never cheated deleted everyone 'cause they made you uncomfortable no oh oh baby no these accusations i can't apologize for something that i didn't do no oh oh baby no  pre kehlani  charlie puth i won't beg for your love won't say please oh no i won't say please i won't fall to the ground on my knees on my knees you know i've given this everything oh oh baby honestly baby honestly baby honestly whoa   charlie puth i lie for you baby die for you baby cry for you baby but tell me what you've done for me for you baby and only you baby the things i do baby but tell me what you've done for me  post charlie puth tell me what you've done for me oh tell me what you've done for me oh tell me what you've done for me oh tell me what you've done for me   charlie puth  kehlani oh you know i've given this everything baby honestly tell me what you've done for me   charlie puth  kehlani i lie for you baby die for you baby cry for you baby but tell me what you've done for me for you baby and only you baby oh the things i do baby but tell me but tell me what you've done for me   charlie puth tell me what you've done for me oh tell me what you've done for me oh tell me what you've done for me oh tell me what you've done for me
i remember the eyes of the kid in the crowd who cut me down to size realizing is crying out loud for every kid on stage there's a kid in the crowd
the big pink  nicki minaj these girls fall like dominoes dominoes these girls fall like dominoes dddominoes these girls fall like dominoes dominoes these girls fall like dominoes dddominoes uhhuh dominoes dddominoes yo ayo ayo   nicki minaj i'ma need sixtynine real bad girls for my tour bus somebody get security to escort us they go the long way but we take the short cuts give me the blonde hair long weave short cuts you know the flow sick came in on the small bus so give the dcup ccup small bust they judge me like the girl's on trial but every time that i come out it's just girls gone wild got the domino effect in the front row passing out with little bikini tops they got they asses hanging out say my shoe game nuts so i call 'em cashews every other city it's another nicki tattoo steal wayne girls i steal drake girls you know the real bitches love me fuck the fake girls so if you pretty i sign titties i got the key to every muhfuckin' city kyuh   the big pink nicki minaj these girls fall like dominoes dominoes these girls fall like dominoes dddominoes these girls fall like dominoes dominoes these girls fall like dominoes dddominoes yo yo dominoes dddominoes yo yo   nicki minaj okay so when i'm in the hills i hang with kristin cavallari and when i'm in miami i'm with kourtney kim and khloe and when i'm in the a i'm with ciara or it's keri i'm feeling like a diva then i hit mariah carey i'm in the uk i'ma see mia superhero by night rrrapper by day and if i just wanna talk i'ma hit up monique if i need a bad bitch angelina jolie ooh material girls like madonna model for donatella ain't nothing you can tell her 'cause she get the mozzarella she look just like rihanna she work with wilhelmina only rocking galliano she might be filipino be sipping pellegrino be watching al pacino she could probably sniff a kilo anyway yo hit up grace jones and tell her i said strangé i'm out in paris motherfucker with beyoncé   the big pink these girls fall like dominoes dominoes these girls fall like dominoes dddominoes these girls fall like dominoes dominoes these girls fall like dominoes dddominoes dominoes dddominoes   nicki minaj girls girls every day from london canada and the usa girls girls every day from london canada and the usa girls girls every day from london canada and the usa girls girls every day from london canada and the usa where my westside girls at girls at and where my eastside girls at girls at yo where my northside girls at girls at and where my downsouth girls at girls at yo where my westside girls at girls at yo where my eastside girls at girls at where my upnorth girls at girls at now where my downsouth girls at   the big pink these girls fall like dominoes dominoes these girls fall like dominoes dddominoes these girls fall like dominoes dominoes these girls fall like dominoes dddominoes dominoes dddominoes
a flock of birds hovering above just a flock of birds that's how you think of love and i always look up to the sky pray before the dawn 'cause they fly always sometimes they arrive sometimes they are gone they fly on a flock of birds hovering above into smoke i'm turned and rise following them up still i always look up to the sky pray before the dawn 'cause they fly away one minute they arrive next you know they're gone they fly on fly on so fly on ride through maybe one day i'll fly next to you they fly on ride through maybe one day i come fly with you fly on fly on fly on
